variation_id,sequence_durations,instance_id
569.0,11.379160300000002,1805
569.0,7.6604725,1873
569.0,14.166444299999998,1996
569.0,13.651817399999999,2048
569.0,13.890589499999999,2098
569.0,14.5804223,2242
569.0,11.379160300000002,2303
569.0,13.9215628,2357
569.0,12.053663400000001,2417
569.0,9.931224,2480
569.0,10.9082102,2544
569.0,9.2245596,2612
569.0,13.0585612,2667
569.0,11.379160300000002,2871
569.0,10.938273,2923
569.0,17.437248,2981
569.0,15.8844774,3075
569.0,9.2593075,3151
569.0,9.2085699,3212
569.0,9.604527,3333
569.0,15.163930500000001,3467
569.0,11.771181200000001,3559
569.0,14.707661299999998,3609
569.0,10.0301549,3660
569.0,7.729716000000001,3771
569.0,8.3330767,3882
569.0,11.379160300000002,3935
569.0,10.230828899999999,3991
569.0,13.587409199999998,4076
569.0,13.5521714,4137
569.0,9.903605299999999,4197
569.0,10.4970802,4253
569.0,10.4859685,4315
569.0,10.814460900000002,4379
569.0,8.4910083,4428
569.0,9.7327142,4482
569.0,10.9553417,4531
569.0,11.7713434,4579
569.0,12.130500000000001,4676
569.0,7.134123099999999,4785
569.0,12.2565149,4846
569.0,17.6798332,4905
570.0,7.1714902,3774
575.0,14.661656099999998,384
575.0,9.5352958,2328
575.0,9.272192500000001,2741
575.0,11.8382642,2793
575.0,10.767333599999999,2841
575.0,11.5121334,2948
575.0,10.376477399999999,3049
575.0,12.368858499999998,3099
575.0,12.3675267,3635
575.0,12.167857000000001,3683
575.0,9.895200599999999,4344
575.0,13.734653400000001,4817
575.0,10.3993973,4873
576.0,27.044198899999998,641
576.0,20.784026299999997,3002
576.0,14.294376099999997,3742
577.0,19.950210900000002,2892
577.0,19.788792,3438
577.0,19.950210900000002,3905
578.0,25.4310787,506
578.0,23.366932200000004,4701
579.0,19.3815563,4604
580.0,5.383569,7523
580.0,,-1.0
