variation_id,sequence_durations,instance_id
65.0,16.8735416,868
65.0,13.1029969,995
65.0,13.629009800000002,1412
65.0,17.0898234,2722
65.0,18.2077442,2818
65.0,23.778216399999998,3026
65.0,23.1966009,3713
65.0,13.63655,3822
65.0,15.8808388,4630
65.0,13.009750800000003,4728
66.0,23.7916404,1806
66.0,25.8484917,3610
67.0,53.08193440000001,355
68.0,46.930442,678
69.0,35.5175742,1118
70.0,28.814211799999995,1934
71.0,41.4188697,3407
72.0,24.620193399999998,5197
73.0,17.2683934,6915
89.0,12.393453399999999,5898
89.0,9.749226499999999,6403
89.0,8.5536881,6510
89.0,12.5021206,6717
89.0,8.1834979,6824
89.0,11.8574986,7235
89.0,12.8563875,7305
89.0,11.4176614,7559
89.0,8.9716687,7646
89.0,12.2205884,7761
89.0,11.7220857,7820
89.0,11.468138800000002,7847
89.0,10.4381255,8008
89.0,11.129446100000001,8036
89.0,10.5253023,8599
90.0,19.2137558,6552
90.0,19.1260172,6859
90.0,19.2137558,7874
90.0,19.2137558,8080
91.0,56.7521713,6754
91.0,56.7521713,7187
91.0,46.1338607,7673
92.0,35.938426500000006,7394
92.0,51.4498,7796
93.0,11.6662255,7699
94.0,17.624329000000003,8425
95.0,23.1532048,8393
96.0,10.9212547,8353
97.0,71.0313688,8058
98.0,61.99651070000001,7909
99.0,15.615850499999999,7157
100.0,52.6231716,7335
101.0,34.509441499999994,7059
102.0,43.5281735,6952
103.0,42.0471845,6928
104.0,12.7021864,6790
105.0,18.350749600000004,6601
106.0,20.510971500000004,8622
107.0,9.6050526,5716
107.0,9.6050526,6044
107.0,7.9712721,6183
107.0,8.8372283,6493
107.0,8.277961,6694
107.0,9.6050526,6959
107.0,9.6050526,7807
107.0,8.7659439,8278
107.0,9.6050526,8338
108.0,8.182545099999999,6581
108.0,8.182545099999999,6771
108.0,8.182545099999999,7104
108.0,8.182545099999999,7174
108.0,8.182545099999999,7291
108.0,7.8541997,7687
108.0,6.5586267,8001
108.0,7.8710420999999995,8050
109.0,7.7551397,5172
109.0,7.7551397,5768
109.0,5.5754944,6051
109.0,7.7551397,7831
109.0,6.3195171000000006,7832
110.0,4.9328883,6578
110.0,4.4829952,7250
110.0,3.8500202,7504
110.0,4.4829952,8373
111.0,11.8487389,112
111.0,10.0608847,1416
111.0,10.9198796,1808
112.0,19.685246200000005,6091
112.0,11.277061800000002,7220
113.0,6.9864276,6738
113.0,8.1714133,7419
114.0,28.08999199999999,7356
115.0,13.0463116,7460
116.0,11.193258,7420
117.0,26.591037199999995,7383
118.0,9.9925446,7382
119.0,10.601004099999997,6811
120.0,15.048175,6941
121.0,18.4121774,6842
122.0,7.640463499999999,6841
123.0,7.307011300000001,7630
124.0,7.6392158,6739
125.0,35.6653716,7544
126.0,27.1728505,7862
127.0,19.146729999999998,7719
128.0,7.982407799999999,7745
129.0,11.0543939,6623
130.0,7.462210899999999,7895
131.0,9.8890988,8170
132.0,13.3129443,8171
133.0,12.856243100000002,8225
134.0,7.4420631,8226
135.0,7.162012900000001,8247
136.0,14.5531723,8248
137.0,10.7745084,8540
138.0,71.6062979,8589
139.0,7.7574836,6624
140.0,13.4481425,6383
141.0,13.7439358,6536
142.0,5.121176999999999,6492
143.0,12.508572099999999,202
144.0,27.5199758,357
145.0,16.025084,612
146.0,14.3604925,680
147.0,29.059616899999998,871
148.0,28.6127473,1491
149.0,2.4962109,1809
150.0,15.6948189,2925
151.0,6.218298900000001,4731
152.0,8.620292500000001,5135
153.0,11.1285334,5379
154.0,10.4575131,5382
155.0,28.874198300000003,5466
156.0,10.822973000000001,5469
157.0,28.756355899999996,5602
158.0,20.303917600000002,5874
159.0,20.3073923,5930
160.0,10.221686199999999,5986
161.0,9.095460500000002,5989
162.0,6.152890299999999,6047
163.0,7.7897833,6090
164.0,14.2921383,6133
165.0,10.074494999999999,6182
166.0,20.896744599999998,8611
197.0,5.749649699999999,6426
197.0,6.486824,6427
197.0,6.3321209,6436
197.0,6.3321209,6674
198.0,11.0373937,35
199.0,7.869214399999999,8663
200.0,7.9688192,8661
201.0,15.039792299999998,8650
202.0,22.8213975,8647
203.0,8.6807461,8638
204.0,13.3758349,8140
205.0,16.7115539,7587
206.0,12.960153199999999,7017
207.0,9.1189567,6670
208.0,65.6159818,6465
209.0,12.2482244,6447
210.0,7.765823600000001,6434
211.0,5.2344226,5584
212.0,6.2609497,5582
213.0,8.3837686,5580
214.0,16.3215362,5564
215.0,12.250225399999998,5548
216.0,15.454812299999999,5543
217.0,21.1493259,5536
218.0,8.682507000000001,8669
219.0,23.386184099999998,446
219.0,16.3571386,965
219.0,25.017354800000003,1084
219.0,19.659654200000002,1150
219.0,17.599046299999998,1307
219.0,25.010362200000003,1446
219.0,24.9085212,1517
219.0,19.5878302,1643
219.0,19.9670651,1766
219.0,19.079614399999997,1905
219.0,20.333631599999997,1964
219.0,22.2578725,2023
219.0,23.0689017,2127
219.0,22.989703699999996,2385
219.0,25.9825366,2445
219.0,21.3112106,2637
219.0,20.434776699999997,2693
219.0,20.0474794,3237
219.0,19.5311828,3302
219.0,21.7417104,3533
219.0,23.099081799999997,3581
219.0,18.5883993,3796
219.0,16.2704475,4401
219.0,22.540635199999997,4555
220.0,21.024645,705
220.0,25.4004113,1238
220.0,21.9259244,1579
220.0,22.6832661,2073
220.0,15.443477,2179
220.0,15.3050626,2271
220.0,22.2004868,3177
220.0,16.497129200000003,3852
221.0,6.4416637,2514
221.0,9.778485700000001,4224
222.0,7.623916199999999,7091
222.0,5.6935842999999995,7367
223.0,23.0472819,145
224.0,58.96241669999999,6154
225.0,3.9634222,6210
226.0,7.0528267,6789
227.0,9.8487428,6896
228.0,22.1212191,8183
229.0,60.855474599999994,8317
230.0,8.458898,8549
235.0,10.958996200000001,3154
235.0,10.0350511,3274
235.0,11.055576799999999,4081
236.0,6.731425,3663
236.0,5.861177,4734
236.0,6.731425,4851
237.0,30.115292,4679
238.0,27.451216100000007,4633
239.0,31.191129199999995,4534
240.0,10.061805099999999,4485
241.0,11.4278286,4143
242.0,26.616712600000007,3828
243.0,12.795451100000001,3775
244.0,10.1293987,3717
245.0,5.5404988,3613
246.0,25.9234965,3471
247.0,11.134176099999998,3411
248.0,29.2975735,3340
249.0,5.1937538000000005,3216
250.0,35.306674,2926
251.0,13.808000299999998,2670
252.0,8.2507169,4908
253.0,41.9615485,773
253.0,39.04554900000001,1153
253.0,48.8758267,1377
253.0,37.45774139999999,1968
253.0,43.158074799999994,2026
253.0,38.87983939999999,2077
253.0,37.220239699999986,2131
253.0,36.2293556,2184
253.0,38.871837500000005,2333
253.0,42.269717000000014,2518
253.0,37.5083263,2641
253.0,33.905912599999986,2696
253.0,29.354121199999994,2745
253.0,39.45968499999999,2795
253.0,40.198955,2952
253.0,42.224387300000004,3004
253.0,37.15981999999998,3102
253.0,34.010833399999996,3492
253.0,41.272519300000006,3536
253.0,31.6486717,3855
253.0,34.01523019999999,3908
253.0,32.4152486,4170
253.0,41.269587800000004,4228
253.0,34.35180299999999,4348
253.0,31.103491699999992,4506
253.0,32.9190145,4607
254.0,10.0635237,317
254.0,9.782205399999999,1088
254.0,10.0635237,1241
254.0,10.0635237,1310
254.0,10.040401399999999,1520
254.0,10.615638500000001,1582
254.0,10.0635237,1648
254.0,9.2478884,1712
254.0,8.3748714,1770
255.0,37.563403300000004,4027
255.0,35.22444400000001,4558
256.0,19.2240835,151
257.0,2.8947084,239
258.0,3.680214,968
259.0,19.487424400000002,2276
260.0,40.223922699999996,3305
261.0,34.06696529999999,4876
270.0,7.681571399999999,5457
270.0,4.0929548,5806
270.0,7.2724174999999995,6685
270.0,7.681571399999999,6691
270.0,6.0124087,6806
270.0,7.681571399999999,7415
270.0,7.681571399999999,7539
270.0,7.0497095000000005,7658
270.0,7.681571399999999,7828
270.0,7.681571399999999,7966
270.0,7.681571399999999,8021
270.0,6.521777800000001,8047
270.0,7.681571399999999,8071
270.0,6.7950487,8244
270.0,6.1049802,8507
270.0,7.681571399999999,8536
270.0,6.3486986,8608
271.0,16.8224732,5447
271.0,17.2263376,5916
271.0,17.2263376,6903
271.0,19.887252200000002,7240
271.0,17.9238104,7489
271.0,18.2065847,7913
271.0,17.2263376,7935
271.0,16.6434905,7962
271.0,16.5579551,8265
271.0,15.592829,8406
271.0,15.328137600000002,8527
272.0,26.458337000000004,5703
273.0,8.5236531,6166
274.0,26.345684100000003,6679
275.0,16.6200866,6904
276.0,21.3682206,7069
277.0,23.982431400000003,7164
278.0,29.41251700000001,7449
282.0,9.6964254,5227
282.0,3.9628837,5487
282.0,8.6937582,5687
282.0,16.9092497,5688
282.0,13.078718,5781
282.0,10.6097739,5831
282.0,4.583343599999999,5891
282.0,17.945338200000002,6503
282.0,20.5102875,6548
282.0,8.767848800000001,6817
282.0,14.8842273,6887
282.0,5.1683481,7119
282.0,13.051329999999997,7132
282.0,12.119317599999999,7153
282.0,4.8785724,7227
282.0,4.4363821,7309
282.0,11.325361399999998,7434
282.0,14.881633600000002,7512
282.0,10.900330899999998,7639
282.0,3.1123193999999996,7821
282.0,10.461060699999999,7867
282.0,4.2152165,7904
282.0,10.205236999999999,8055
282.0,3.8095684,8216
282.0,11.0186771,8350
282.0,15.519417200000001,8618
283.0,20.042083,6749
283.0,7.3175609,6949
283.0,14.855716699999999,7111
283.0,15.0497604,7725
283.0,11.8799002,7815
283.0,16.199557199999997,8175
284.0,12.1314394,5832
284.0,10.2455696,7364
284.0,12.1314394,7554
284.0,12.1314394,7665
284.0,11.532803399999999,8027
285.0,5.9216817,6061
285.0,7.986935900000001,6102
285.0,7.986935900000001,6199
286.0,6.1729359,7664
287.0,10.025587600000001,8515
288.0,30.420513600000003,8467
289.0,13.9037091,8443
290.0,13.0793863,8253
291.0,5.6446488,8025
292.0,6.3761768,7925
293.0,15.7840958,7790
294.0,6.5873243,7789
295.0,8.0970578,7301
296.0,22.9303992,7388
297.0,19.800755000000002,7181
298.0,5.5632246,7052
299.0,7.2012591,6965
300.0,14.1078851,6707
301.0,23.2623204,6593
302.0,17.4475056,6008
303.0,35.8277762,5409
304.0,8.587876,3167
305.0,5.7468053,8543
352.0,13.4508053,1858
352.0,18.450532799999998,2467
352.0,15.0835689,3065
352.0,14.067149999999998,3258
352.0,15.2498222,3457
352.0,15.6393981,3650
352.0,13.641278499999999,3758
352.0,15.2498222,3920
352.0,15.986727299999998,3979
352.0,10.0176222,4127
352.0,15.8822525,4242
352.0,18.2788891,4472
352.0,15.2498222,4776
352.0,14.1718923,4891
353.0,18.984519499999998,342
353.0,15.256210900000003,725
353.0,14.847749100000001,1472
353.0,13.922403000000001,1664
353.0,17.0549388,2709
353.0,18.122541499999997,2763
354.0,12.7939232,3871
354.0,14.8808419,4834
355.0,39.51229630000001,93
356.0,52.7161087,187
357.0,17.1307617,1921
358.0,17.5355125,2347
359.0,17.8739383,3598
360.0,80.85359890000001,4667
371.0,11.5614617,5799
371.0,9.6866948,6122
371.0,8.4083256,6761
371.0,13.0931666,7038
371.0,6.8857123,7196
371.0,8.947074,7339
371.0,7.5640083,7656
371.0,6.5304706,7679
371.0,6.1247362999999995,7735
371.0,5.8392238999999995,7801
371.0,9.2824245,8040
371.0,6.3863019,8297
371.0,9.783702599999998,8329
371.0,8.0983111,8581
371.0,9.6295547,8602
372.0,8.816265,188
372.0,8.816265,3550
372.0,8.816265,5181
372.0,8.816265,5277
372.0,7.5109889,6956
372.0,8.0235072,8429
373.0,10.0731155,6933
373.0,7.302444899999999,7770
374.0,56.7326526,2468
375.0,42.2357121,2912
376.0,61.57104040000001,3813
377.0,79.58595640000001,4719
378.0,22.1001974,5637
379.0,23.769496800000002,6801
380.0,5.8852006,676
380.0,3.9429722000000003,930
380.0,4.3337338,1053
380.0,4.900892300000001,1615
380.0,4.7096931,1802
380.0,5.197849699999999,2047
380.0,4.5801472,2151
380.0,4.9279706,2666
380.0,5.2109473,2817
380.0,3.9403444,2979
380.0,4.536561799999999,3025
380.0,4.7096931,3405
380.0,4.049061099999999,3770
380.0,3.611288,3933
380.0,5.0196964,4196
380.0,4.7096931,4314
380.0,3.8151043,4378
381.0,9.219863,4252
381.0,6.063992600000001,5375
381.0,4.5455769,5596
381.0,6.1801259,5646
381.0,9.219863,5657
381.0,10.622079600000001,5757
381.0,6.911751300000001,5980
381.0,15.712597999999998,6037
381.0,11.9809243,6086
381.0,9.219863,6178
381.0,8.387814800000001,6573
381.0,10.84704,6912
381.0,5.666737100000001,7073
381.0,8.2640472,7285
381.0,13.374721000000001,7891
382.0,8.7899454,271
382.0,9.1480305,479
382.0,8.083930400000002,3149
383.0,9.1809045,1411
383.0,8.9987629,1734
384.0,8.520010599999999,352
385.0,3.1094868000000004,2416
386.0,1.7841076,3608
387.0,5.505112,5710
388.0,11.3696133,5925
389.0,11.3337285,5979
394.0,11.829661300000001,205
394.0,11.2721432,416
394.0,11.2129714,484
394.0,9.7119967,613
394.0,10.6380228,681
394.0,12.8320341,744
394.0,10.415805599999999,812
394.0,11.0008092,872
394.0,5.3544559,935
394.0,5.7585881,1003
394.0,6.879684900000001,1058
394.0,9.344925700000001,1122
394.0,9.6459385,1212
394.0,5.4674909,1280
394.0,10.328020299999999,1344
394.0,5.760414900000001,1417
394.0,6.2214770999999995,1492
394.0,4.9101214,1555
394.0,9.8940177,1619
394.0,4.600166800000001,1685
394.0,8.4749808,1739
394.0,4.542389099999999,1811
394.0,5.8444216,1939
394.0,4.5842594,2000
394.0,5.5402168,2052
394.0,4.780445500000001,2102
394.0,4.9313455,2156
394.0,11.5389928,2245
394.0,11.389513299999999,2308
394.0,5.3760713,2361
394.0,9.900909500000001,2422
394.0,4.9047957,2486
395.0,23.1673879,359
395.0,19.9496462,542
395.0,19.9496462,1493
395.0,13.799672199999998,1878
395.0,18.4551793,2423
396.0,35.6034059,114
397.0,43.2571375,281
407.0,8.069115,201
407.0,6.606163899999999,277
407.0,4.2555193000000004,415
407.0,4.3452399,742
407.0,5.838429,934
407.0,5.882847699999999,1057
407.0,7.8780074,1211
407.0,7.2065414,1618
407.0,5.195717499999999,1876
407.0,4.820033899999999,1938
407.0,4.191056,2101
407.0,5.7921097999999995,2243
407.0,6.7860965,2307
407.0,6.6568795000000005,2360
407.0,3.9866944999999996,2669
407.0,3.8943480000000004,3470
408.0,18.9583394,540
408.0,18.016908600000004,1738
408.0,24.399540000000002,2421
408.0,14.784273099999998,3078
408.0,16.7019033,3153
408.0,19.8114727,3338
408.0,18.202067099999997,3410
408.0,14.1596215,3562
408.0,20.612573700000002,3662
408.0,12.1474984,3937
408.0,24.256089799999998,4202
408.0,20.2289315,4317
408.0,18.9583394,4632
409.0,7.063519100000001,810
409.0,5.8065645,1343
409.0,6.6573562,1998
409.0,5.8065645,2485
409.0,5.1133916,2775
409.0,5.4613173,4079
410.0,12.491683799999999,1278
410.0,12.491683799999999,2614
410.0,12.491683799999999,2724
410.0,12.251131500000001,3028
410.0,11.679496499999999,3612
410.0,12.491683799999999,4907
411.0,8.1165715,1683
411.0,6.7808641,2050
411.0,8.0904075,3993
411.0,7.0989918,4382
411.0,6.9397395,4732
411.0,8.034843500000001,4849
412.0,17.458595200000005,2155
412.0,19.836666800000003,2547
412.0,19.836666800000003,4678
413.0,8.3501207,2821
413.0,8.254611699999998,4141
414.0,24.8683339,4581
414.0,19.525901899999997,4788
415.0,11.050149,3273
416.0,29.994650399999998,4430
417.0,11.330782200000003,4256
418.0,16.5168671,3884
419.0,8.1133197,3826
420.0,6.937514500000002,3716
421.0,13.7642971,1121
422.0,17.609237800000002,3215
423.0,7.943789600000001,2984
424.0,25.510172699999995,1554
425.0,11.7104246,1120
426.0,16.9838771,1000
427.0,20.5600938,4484
500.0,8.6726101,5990
500.0,12.5064877,6134
500.0,9.707985,6494
500.0,11.643568099999998,6582
500.0,4.9796413,6696
500.0,8.241641900000001,6772
500.0,6.5590148,7046
500.0,9.0920411,7079
500.0,9.0920411,7105
500.0,12.888920200000001,7422
500.0,7.7286516,7897
500.0,10.612765300000001,8172
501.0,11.7810489,5388
501.0,11.7810489,5932
501.0,11.7810489,6186
501.0,11.7411641,6627
502.0,25.568445200000003,5815
503.0,16.327190299999998,7631
504.0,8.3958742,7545
505.0,9.7641709,6773
506.0,19.3392177,6740
507.0,33.714512,6537
508.0,19.347053,6045
509.0,27.679259400000003,5876
510.0,11.304356900000002,5875
511.0,9.612451700000001,5666
512.0,10.3921492,5665
513.0,19.4492053,5603
514.0,31.2656229,5468
515.0,5.9589317,5393
516.0,11.599348800000001,5387
517.0,48.2463934,5300
518.0,6.4433276,5298
519.0,64.6982352,5205
520.0,28.204315,7808
523.0,21.888139799999998,6934
523.0,16.477958200000003,6957
523.0,20.093452,7071
523.0,14.242655599999999,7098
523.0,10.7866858,7145
523.0,12.7711981,7618
523.0,21.464297600000002,7855
523.0,11.4293197,8165
524.0,24.1899437,5452
524.0,25.6617762,5587
525.0,6.9434097,7407
525.0,9.6499315,7492
526.0,53.0127887,5639
527.0,12.6936186,5920
528.0,18.6577594,5974
529.0,12.883983200000001,6036
530.0,11.9592571,6172
531.0,17.528346,6762
532.0,17.8401468,6833
533.0,12.8305563,7209
534.0,17.7828734,7713
535.0,10.951054800000001,8194
546.0,9.6879973,5374
546.0,13.4337413,5708
546.0,13.4337413,6734
546.0,13.4337413,6936
546.0,13.9647156,6958
546.0,13.4337413,7100
546.0,13.4337413,7172
546.0,11.679675399999999,7657
546.0,13.863905800000001,7684
546.0,12.680389499999999,7715
546.0,8.8159717,7741
546.0,11.535349899999998,8198
546.0,13.4337413,8272
546.0,12.0394465,8335
546.0,11.792050799999998,8433
546.0,13.4337413,8481
546.0,12.461238100000001,8506
547.0,3.9230887,608
547.0,3.8134851999999997,866
547.0,4.003867,994
547.0,3.8134851999999997,1052
547.0,3.6416831000000003,2477
547.0,4.6764328,2611
547.0,2.9344728,2665
547.0,2.4777794,3558
547.0,4.9540661,3932
547.0,5.0550913,4074
547.0,3.3557075000000003,4195
547.0,3.7650457,4426
548.0,7.7038436,2772
548.0,7.3476622,5456
548.0,7.7038436,6487
548.0,7.7038436,6528
548.0,7.7038436,6618
548.0,7.7038436,6684
548.0,6.5256212,6805
548.0,7.2871423,6835
548.0,7.7038436,7380
548.0,7.1351145,8411
549.0,17.157560500000002,7125
549.0,14.488404599999999,7147
549.0,19.857218900000003,7320
549.0,19.3414789,7353
549.0,22.010123999999998,7500
549.0,18.3918958,7624
549.0,12.0803447,7777
549.0,13.7691207,7803
549.0,10.3140299,7999
549.0,14.563650999999998,8223
550.0,10.4171286,106
550.0,10.4171286,269
550.0,10.4171286,351
550.0,9.9166568,1337
550.0,10.4716449,1410
550.0,7.2127431,1733
550.0,6.1999352,1870
550.0,10.4171286,2543
550.0,9.8543796,3466
551.0,10.798457299999999,7247
551.0,14.868707299999999,7456
551.0,14.825514799999999,7919
551.0,14.424279300000002,7943
552.0,15.388714099999998,8169
552.0,15.388714099999998,8303
552.0,15.028044,8458
552.0,15.388714099999998,8564
553.0,16.5484306,7211
554.0,36.2319454,8371
555.0,6.929404000000001,8243
556.0,13.891980700000001,8046
557.0,10.174968799999998,7858
558.0,16.8967222,3148
559.0,37.02435440000001,7043
560.0,8.6219503,6770
561.0,10.3450244,2415
562.0,19.844363899999998,478
563.0,14.497991799999998,8607
569.0,10.185882699999999,199
569.0,15.2863864,273
569.0,9.8392526,412
569.0,10.499473300000002,480
569.0,10.9864452,610
569.0,18.160425899999996,737
569.0,11.379160300000002,932
569.0,11.459210899999999,1055
569.0,9.2909619,1210
569.0,15.7910293,1275
569.0,11.1121032,1551
569.0,13.842975000000001,1616
569.0,10.234544399999999,1735
